Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/05,May,2004,506,525,1036
ORD,"Chicago, IL: Chicago O'Hare International",2004/05,May,2004,1106,2759,6883
PDX,"Portland, OR: Portland International",2004/05,May,2004,216,291,251
PHL,"Philadelphia, PA: Philadelphia International",2004/05,May,2004,379,512,1425
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/05,May,2004,548,757,652
SAN,"San Diego, CA: San Diego International",2004/05,May,2004,363,413,368
SEA,"Seattle, WA: Seattle/Tacoma International",2004/05,May,2004,485,628,678
SFO,"San Francisco, CA: San Francisco International",2004/05,May,2004,450,441,1314
SLC,"Salt Lake City, UT: Salt Lake City International",2004/05,May,2004,634,336,624
TPA,"Tampa, FL: Tampa International",2004/05,May,2004,271,444,349
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/06,June,2004,1667,2070,7274
BOS,"Boston, MA: Logan International",2004/06,June,2004,520,794,1053
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/06,June,2004,427,829,619
CLT,"Charlotte, NC: Charlotte Douglas International",2004/06,June,2004,390,597,668
DCA,"Washington, DC: Ronald Reagan Washington National",2004/06,June,2004,410,385,669
DEN,"Denver, CO: Denver International",2004/06,June,2004,969,726,1259
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/06,June,2004,1482,2243,3381
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/06,June,2004,659,670,1055
EWR,"Newark, NJ: Newark Liberty International",2004/06,June,2004,486,947,1813
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/06,June,2004,322,489,382
IAD,"Washington, DC: Washington Dulles International",2004/06,June,2004,362,849,670
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/06,June,2004,740,1456,2870
JFK,"New York, NY: John F. Kennedy International",2004/06,June,2004,417,472,709
LAS,"Las Vegas, NV: McCarran International",2004/06,June,2004,853,1343,1214
LAX,"Los Angeles, CA: Los Angeles International",2004/06,June,2004,1213,1217,1614
LGA,"New York, NY: LaGuardia",2004/06,June,2004,423,603,1212
MCO,"Orlando, FL: Orlando International",2004/06,June,2004,565,812,818
MDW,"Chicago, IL: Chicago Midway International",2004/06,June,2004,257,763,892
MIA,"Miami, FL: Miami International",2004/06,June,2004,348,382,554
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/06,June,2004,712,650,1150
ORD,"Chicago, IL: Chicago O'Hare International",2004/06,June,2004,1269,2422,5016
PDX,"Portland, OR: Portland International",2004/06,June,2004,284,426,306
PHL,"Philadelphia, PA: Philadelphia International",2004/06,June,2004,448,683,1347
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/06,June,2004,859,1134,986
SAN,"San Diego, CA: San Diego International",2004/06,June,2004,471,624,467
SEA,"Seattle, WA: Seattle/Tacoma International",2004/06,June,2004,694,915,799
SFO,"San Francisco, CA: San Francisco International",2004/06,June,2004,617,630,1318
SLC,"Salt Lake City, UT: Salt Lake City International",2004/06,June,2004,743,510,836
TPA,"Tampa, FL: Tampa International",2004/06,June,2004,306,550,499
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/07,July,2004,1854,1811,5038
BOS,"Boston, MA: Logan International",2004/07,July,2004,635,815,1481
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/07,July,2004,432,839,705
CLT,"Charlotte, NC: Charlotte Douglas International",2004/07,July,2004,381,550,477
DCA,"Washington, DC: Ronald Reagan Washington National",2004/07,July,2004,463,427,761
DEN,"Denver, CO: Denver International",2004/07,July,2004,892,744,962
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/07,July,2004,1317,1621,1756
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/07,July,2004,675,646,908
EWR,"Newark, NJ: Newark Liberty International",2004/07,July,2004,523,979,2474
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/07,July,2004,354,489,456
IAD,"Washington, DC: Washington Dulles International",2004/07,July,2004,419,1186,1233
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/07,July,2004,533,946,1377
JFK,"New York, NY: John F. Kennedy International",2004/07,July,2004,548,598,1144
LAS,"Las Vegas, NV: McCarran International",2004/07,July,2004,836,1279,879
LAX,"Los Angeles, CA: Los Angeles International",2004/07,July,2004,1236,1233,1245
LGA,"New York, NY: LaGuardia",2004/07,July,2004,450,566,1785
MCO,"Orlando, FL: Orlando International",2004/07,July,2004,617,804,786
MDW,"Chicago, IL: Chicago Midway International",2004/07,July,2004,294,825,812
MIA,"Miami, FL: Miami International",2004/07,July,2004,383,392,577
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/07,July,2004,680,662,986
ORD,"Chicago, IL: Chicago O'Hare International",2004/07,July,2004,1346,2095,4304
PDX,"Portland, OR: Portland International",2004/07,July,2004,293,406,210
PHL,"Philadelphia, PA: Philadelphia International",2004/07,July,2004,474,656,1604
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/07,July,2004,819,1039,786
SAN,"San Diego, CA: San Diego International",2004/07,July,2004,556,633,362
SEA,"Seattle, WA: Seattle/Tacoma International",2004/07,July,2004,717,927,542
SFO,"San Francisco, CA: San Francisco International",2004/07,July,2004,705,610,1103
SLC,"Salt Lake City, UT: Salt Lake City International",2004/07,July,2004,706,437,512
TPA,"Tampa, FL: Tampa International",2004/07,July,2004,315,562,400
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/08,August,2004,1366,1443,4442
BOS,"Boston, MA: Logan International",2004/08,August,2004,588,793,1041
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/08,August,2004,403,725,572
CLT,"Charlotte, NC: Charlotte Douglas International",2004/08,August,2004,382,516,444
DCA,"Washington, DC: Ronald Reagan Washington National",2004/08,August,2004,398,318,569
DEN,"Denver, CO: Denver International",2004/08,August,2004,754,608,838
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/08,August,2004,1234,1795,1984
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/08,August,2004,467,549,701
EWR,"Newark, NJ: Newark Liberty International",2004/08,August,2004,427,840,2060
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/08,August,2004,358,473,492
IAD,"Washington, DC: Washington Dulles International",2004/08,August,2004,380,1191,1411
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/08,August,2004,470,674,1072
JFK,"New York, NY: John F. Kennedy International",2004/08,August,2004,531,717,973
LAS,"Las Vegas, NV: McCarran International",2004/08,August,2004,833,1362,1001
LAX,"Los Angeles, CA: Los Angeles International",2004/08,August,2004,1115,1221,1491
LGA,"New York, NY: LaGuardia",2004/08,August,2004,473,487,1203
MCO,"Orlando, FL: Orlando International",2004/08,August,2004,561,700,824
MDW,"Chicago, IL: Chicago Midway International",2004/08,August,2004,234,656,668
MIA,"Miami, FL: Miami International",2004/08,August,2004,380,344,591
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/08,August,2004,540,484,974
ORD,"Chicago, IL: Chicago O'Hare International",2004/08,August,2004,1257,1987,3583
PDX,"Portland, OR: Portland International",2004/08,August,2004,300,420,289
PHL,"Philadelphia, PA: Philadelphia International",2004/08,August,2004,464,680,1449
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/08,August,2004,775,1098,1103
SAN,"San Diego, CA: San Diego International",2004/08,August,2004,486,704,399
SEA,"Seattle, WA: Seattle/Tacoma International",2004/08,August,2004,647,970,771
SFO,"San Francisco, CA: San Francisco International",2004/08,August,2004,693,523,1395
SLC,"Salt Lake City, UT: Salt Lake City International",2004/08,August,2004,573,430,575
TPA,"Tampa, FL: Tampa International",2004/08,August,2004,296,514,429
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/09,September,2004,1090,944,5019
BOS,"Boston, MA: Logan International",2004/09,September,2004,382,423,627
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/09,September,2004,278,385,304
CLT,"Charlotte, NC: Charlotte Douglas International",2004/09,September,2004,219,304,399
DCA,"Washington, DC: Ronald Reagan Washington National",2004/09,September,2004,334,243,376
DEN,"Denver, CO: Denver International",2004/09,September,2004,430,261,299
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/09,September,2004,673,588,640
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/09,September,2004,368,327,468
EWR,"Newark, NJ: Newark Liberty International",2004/09,September,2004,266,433,2129
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/09,September,2004,205,201,399
IAD,"Washington, DC: Washington Dulles International",2004/09,September,2004,252,879,1339
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/09,September,2004,279,304,417
JFK,"New York, NY: John F. Kennedy International",2004/09,September,2004,401,272,586
LAS,"Las Vegas, NV: McCarran International",2004/09,September,2004,513,716,595
LAX,"Los Angeles, CA: Los Angeles International",2004/09,September,2004,729,648,773
LGA,"New York, NY: LaGuardia",2004/09,September,2004,359,313,1210
MCO,"Orlando, FL: Orlando International",2004/09,September,2004,340,321,445
MDW,"Chicago, IL: Chicago Midway International",2004/09,September,2004,147,313,238
MIA,"Miami, FL: Miami International",2004/09,September,2004,200,153,328
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/09,September,2004,371,247,585
ORD,"Chicago, IL: Chicago O'Hare International",2004/09,September,2004,693,796,968
PDX,"Portland, OR: Portland International",2004/09,September,2004,221,239,148
PHL,"Philadelphia, PA: Philadelphia International",2004/09,September,2004,328,417,1071
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/09,September,2004,481,569,498
SAN,"San Diego, CA: San Diego International",2004/09,September,2004,297,329,230
SEA,"Seattle, WA: Seattle/Tacoma International",2004/09,September,2004,378,512,515
SFO,"San Francisco, CA: San Francisco International",2004/09,September,2004,385,291,660
SLC,"Salt Lake City, UT: Salt Lake City International",2004/09,September,2004,491,270,329
TPA,"Tampa, FL: Tampa International",2004/09,September,2004,210,254,203
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/10,October,2004,1257,1445,5822
BOS,"Boston, MA: Logan International",2004/10,October,2004,461,475,916
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/10,October,2004,328,481,297
CLT,"Charlotte, NC: Charlotte Douglas International",2004/10,October,2004,315,363,472
DCA,"Washington, DC: Ronald Reagan Washington National",2004/10,October,2004,357,279,375
DEN,"Denver, CO: Denver International",2004/10,October,2004,544,405,517
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/10,October,2004,942,1456,2159
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/10,October,2004,429,449,819
EWR,"Newark, NJ: Newark Liberty International",2004/10,October,2004,322,547,1779
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/10,October,2004,239,235,289
IAD,"Washington, DC: Washington Dulles International",2004/10,October,2004,260,1212,1218
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/10,October,2004,362,506,874
JFK,"New York, NY: John F. Kennedy International",2004/10,October,2004,398,246,605
LAS,"Las Vegas, NV: McCarran International",2004/10,October,2004,654,1116,1320
LAX,"Los Angeles, CA: Los Angeles International",2004/10,October,2004,938,1041,1669
LGA,"New York, NY: LaGuardia",2004/10,October,2004,392,359,1101
MCO,"Orlando, FL: Orlando International",2004/10,October,2004,409,380,330
MDW,"Chicago, IL: Chicago Midway International",2004/10,October,2004,198,485,366
MIA,"Miami, FL: Miami International",2004/10,October,2004,232,161,229
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/10,October,2004,468,371,987
ORD,"Chicago, IL: Chicago O'Hare International",2004/10,October,2004,819,1509,2754
PDX,"Portland, OR: Portland International",2004/10,October,2004,253,362,177
PHL,"Philadelphia, PA: Philadelphia International",2004/10,October,2004,387,606,1549
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/10,October,2004,708,995,1422
SAN,"San Diego, CA: San Diego International",2004/10,October,2004,428,577,633
SEA,"Seattle, WA: Seattle/Tacoma International",2004/10,October,2004,400,609,429
SFO,"San Francisco, CA: San Francisco International",2004/10,October,2004,536,501,1510
SLC,"Salt Lake City, UT: Salt Lake City International",2004/10,October,2004,619,412,431
TPA,"Tampa, FL: Tampa International",2004/10,October,2004,253,313,202
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/11,November,2004,1405,1596,6664
BOS,"Boston, MA: Logan International",2004/11,November,2004,458,539,900
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/11,November,2004,377,604,299
CLT,"Charlotte, NC: Charlotte Douglas International",2004/11,November,2004,378,533,553
DCA,"Washington, DC: Ronald Reagan Washington National",2004/11,November,2004,340,410,375
DEN,"Denver, CO: Denver International",2004/11,November,2004,631,448,600
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/11,November,2004,1021,1611,2450
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/11,November,2004,481,448,794
EWR,"Newark, NJ: Newark Liberty International",2004/11,November,2004,412,779,2198
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/11,November,2004,305,347,310
IAD,"Washington, DC: Washington Dulles International",2004/11,November,2004,311,1048,1001
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/11,November,2004,566,853,2205
JFK,"New York, NY: John F. Kennedy International",2004/11,November,2004,358,273,623
LAS,"Las Vegas, NV: McCarran International",2004/11,November,2004,623,1059,1057
LAX,"Los Angeles, CA: Los Angeles International",2004/11,November,2004,900,886,883
LGA,"New York, NY: LaGuardia",2004/11,November,2004,391,474,1364
MCO,"Orlando, FL: Orlando International",2004/11,November,2004,442,502,440
MDW,"Chicago, IL: Chicago Midway International",2004/11,November,2004,217,515,447
MIA,"Miami, FL: Miami International",2004/11,November,2004,240,234,293
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/11,November,2004,409,371,561
ORD,"Chicago, IL: Chicago O'Hare International",2004/11,November,2004,825,1221,4042
PDX,"Portland, OR: Portland International",2004/11,November,2004,268,358,163
PHL,"Philadelphia, PA: Philadelphia International",2004/11,November,2004,443,732,1461
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/11,November,2004,745,1031,1051
SAN,"San Diego, CA: San Diego International",2004/11,November,2004,391,476,295
SEA,"Seattle, WA: Seattle/Tacoma International",2004/11,November,2004,514,754,493
SFO,"San Francisco, CA: San Francisco International",2004/11,November,2004,483,422,716
SLC,"Salt Lake City, UT: Salt Lake City International",2004/11,November,2004,601,390,431
TPA,"Tampa, FL: Tampa International",2004/11,November,2004,321,452,274
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/12,December,2004,2059,1961,4886
BOS,"Boston, MA: Logan International",2004/12,December,2004,654,847,1023
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/12,December,2004,467,903,502
CLT,"Charlotte, NC: Charlotte Douglas International",2004/12,December,2004,609,727,703
DCA,"Washington, DC: Ronald Reagan Washington National",2004/12,December,2004,482,616,530
DEN,"Denver, CO: Denver International",2004/12,December,2004,1147,750,739
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/12,December,2004,1272,1736,1973
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/12,December,2004,757,730,1063
EWR,"Newark, NJ: Newark Liberty International",2004/12,December,2004,499,1044,2768
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/12,December,2004,590,634,758
IAD,"Washington, DC: Washington Dulles International",2004/12,December,2004,427,1507,1104
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/12,December,2004,671,1101,1678
JFK,"New York, NY: John F. Kennedy International",2004/12,December,2004,648,816,846
LAS,"Las Vegas, NV: McCarran International",2004/12,December,2004,969,1524,1017
LAX,"Los Angeles, CA: Los Angeles International",2004/12,December,2004,1515,1584,1672
LGA,"New York, NY: LaGuardia",2004/12,December,2004,601,677,1691
MCO,"Orlando, FL: Orlando International",2004/12,December,2004,864,811,833
MDW,"Chicago, IL: Chicago Midway International",2004/12,December,2004,357,789,524
MIA,"Miami, FL: Miami International",2004/12,December,2004,528,365,565
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/12,December,2004,811,719,1208
ORD,"Chicago, IL: Chicago O'Hare International",2004/12,December,2004,1416,2265,5048
PDX,"Portland, OR: Portland International",2004/12,December,2004,423,602,275
